c_articolo	d_articolo	a_p	lt	scrt	giac_d01	giac_d20	giac_d32	giac_d48	giac_d60	giac_d81	disp_d01	ord_mpp	ord_mp	ord_mc	dom_mc	dom_ms	dom_msa	dom_mss	off_mc	off_ms	off_msa	off_mss
0AC516SU	PALMARE M2 5,0" IPS QUAD COREWIFI, ANDROID 7.1	A	30	10.00	2.00	#EMPTY	0.00	#EMPTY	0.00	1.00	#EMPTY	3.00	4.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC517SU	CARICATORE 4 BATTERIE        L2K, L2H, L2S, L2S PRO	A	30	5.00	2.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	#EMPTY	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC518SU	BATTERIA DI RICAMBIO PER L2S/L2S PRO (5000 MAH)	A	30	10.00	21.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	#EMPTY	1.00	4.00	10.00	10.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC519SU	CRADLE PER PALMARE L2S/L2SPRO	A	30	10.00	22.00	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	#EMPTY	1.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC520FI	FV-2029M Customer VFD Display2*20 RS232 Stand alone Black	A	#EMPTY	0.00	0.00	#EMPTY	0.00	1.00	#EMPTY	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC521SU	PALMARE RUGGED L2KS 4,0" IP682G+16G WIFI SCANNER ANDR. 11	A	30	10.00	23.00	#EMPTY	#EMPTY	#EMPTY	0.00	1.00	#EMPTY	0.00	0.00	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC522FI	SECOND DISPLAY 15" AM-1015-AERARM	A	#EMPTY	0.00	1.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC522SU	PALMARE V2S PLUS 6,22" 3GB/32GB STAMP 80M 1D/2D ANDR. 11	A	#EMPTY	0.00	0.00	#EMPTY	#EMPTY	1.00	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC523FI	AP-2025L LCM CUSTOMER DISPLAY2*20 VIRTUAL COM STANDALONE	A	#EMPTY	0.00	15.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC523SU	PALMARE GMS V2S PLUS 6,22"   3GB/32GB STAMP 80M 1D/2D ANDR	A	15	0.00	2.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC524FI	XP-2025 LCM CUSTOMER DISPLAY 2X20	A	120	0.00	2.00	#EMPTY	0.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC524SU	PALMARE RUGGED GMS L2H 5,0"  IPS QC WIFI&4G/2D BCD ANDR9.0	A	#EMPTY	0.00	2.00	#EMPTY	1.00	#EMPTY	#EMPTY	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC525SU	SUPPORTO A PISTOLA X PALMARE L2S PRO	A	15	10.00	1.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	1.00	#EMPTY	1.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC527SU	PALMARE RUGGED L2S PRO 5,5"  OCTA-CORE WIFI,4G/2D ANDR. 12	A	30	10.00	14.00	#EMPTY	1.00	#EMPTY	0.00	3.00	#EMPTY	3.00	12.00	12.00	10.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC528SU	CRADLE PER SUPPORTO A PISTOLAPER PALMARE L2KS	A	15	0.00	3.00	#EMPTY	#EMPTY	#EMPTY	0.00	#EMPTY	#EMPTY	0.00	0.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC529SU	BATTERIA DI RICAMBIO L2KS	A	30	0.00	15.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC530SU	SUPPORTO A PISTOLA X PALMARE L2KS	A	20	0.00	7.00	#EMPTY	#EMPTY	#EMPTY	0.00	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC531SU	PALMARE RUGGED L2KS 4,0" IP684G+32G WIFI SCANNER ANDR. 11	A	30	0.00	4.00	#EMPTY	#EMPTY	#EMPTY	0.00	#EMPTY	#EMPTY	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC53200	BARCODE SCANNER CCD USB C-10S	A	#EMPTY	0.00	4.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC53300	BARCODE SCANNER HANDHELD NLS-HR12 USB BLACK - CCD USB 1D	A	#EMPTY	0.00	1.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC53400	BARCODE SCANNER HANDHELD NLS-HR1550 USB BLACK	A	#EMPTY	0.00	0.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	7.00	0.00	0.00	0.00	0.00	3.00	0.00	0.00	0.00
0AC53510	BARCODE SCANNER HANDHELD NLS-HR3280 WIRELESS+DOCKING USB	A	#EMPTY	0.00	1.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC54000	SECURITY SCREWS FOR PC CASES	A	#EMPTY	0.00	6.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC551FI	I-BUTTON SINGLE USB-HID PP 96XX	A	#EMPTY	0.00	10.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC552FI	RFID VIRTUAL COM 13,56 MHZ PP/MRT GALAXY GREY ASAIOP0635	A	30	5.00	14.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC554FI	2ND DISPLAY 10,4" FOR POLE   PP9635X/9645X VGA LCD	A	#EMPTY	0.00	8.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC555FI	POLE FOR 2ND LCD             PP 96XX	A	#EMPTY	0.00	8.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC557FI	I/O MODULE TYPE C (BP-363/AT1450) 1USB/12V + 2RS232-RJ45	A	60	0.00	10.00	#EMPTY	#EMPTY	0.00	1.00	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC559FI	KIT MSR FOR A121TA BLACK     (USB) RE9000EM0465	A	#EMPTY	0.00	51.00	#EMPTY	0.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC560FI	RFID USB 13,56 MHZ PP96XX    PP16XX GALAXY GREY ASAIOP0505	A	25	5.00	5.00	#EMPTY	#EMPTY	0.00	0.00	0.00	#EMPTY	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC561FI	RFID USB HID 125 KHZ PP96XX/ PP16XX GALAXY GREY ASAIOP0970	A	25	20.00	83.00	#EMPTY	0.00	#EMPTY	0.00	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC564FI	I-BUTTON SINGLE USB VIRTUAL COM PP16XX / 96XX	A	45	0.00	12.00	#EMPTY	#EMPTY	0.00	#EMPTY	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC569FI	SIDE SCANNER USB 1D/2D BLACK PP16XX/96XX	A	#EMPTY	0.00	0.00	#EMPTY	0.00	#EMPTY	#EMPTY	1.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC571FI	SCANNER USB 2D SC-1012       PP-963XX/PP-8632 BLACK	A	60	5.00	29.00	#EMPTY	0.00	1.00	0.00	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC573FI	I/O MODULE TYPE G (BP-363)	A	#EMPTY	0.00	20.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC576FI	2ND I/O MODULE TYPE M FOR AT-1450/BP363 (DUAL LAN)	A	#EMPTY	0.00	2.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC580FI	2ND DISPLAY 10,1" XM-1010W-  POLE W/JOINT X AP/PPXX	A	#EMPTY	0.00	1.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC581FI	2ND DISP 10,1"/T/ XM-1010W-PCT/EXTENDED STANDALONE X XPOS	A	#EMPTY	0.00	2.00	#EMPTY	#EMPTY	0.00	#EMPTY	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC582FI	CUSTOMER DISPLAY TF LCM      2*20 5V SILVER XPOS	A	#EMPTY	0.00	3.00	#EMPTY	#EMPTY	0.00	#EMPTY	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC583FI	2ND DISPLAY 8" XM-1008W-DP   INTEGRATO X XPOS	A	#EMPTY	0.00	8.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC585FI	2ND DISPLAY 10,1" XM-1010W-DPINTEGRATO X XPOS	A	#EMPTY	0.00	34.00	#EMPTY	#EMPTY	1.00	#EMPTY	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC586FI	WIFI + BLUETOOTH MODULE      XPOS/XPPC ASXPOS0290	A	90	50.00	54.00	#EMPTY	0.00	#EMPTY	1.00	5.00	#EMPTY	0.00	12.00	1.00	12.00	9.00	3.00	0.00	0.00	0.00	0.00	0.00
0AC587FI	2ND DISPLAY 15" XM-1015-TC   PCAP TOUCH/SWIVEL ARM X XPOS	A	#EMPTY	0.00	0.00	#EMPTY	#EMPTY	1.00	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC589FI	RFID USB 13,56 MHZ PP-9735W/ XPOS GALAXY GREY ASXPOS139W	A	20	10.00	21.00	#EMPTY	#EMPTY	0.00	#EMPTY	0.00	#EMPTY	0.00	0.00	8.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC590FI	RFID USB VIRTUAL COM 13,56MHZXPOS/PP-9735W GREY ASXPOS141W	A	25	10.00	5.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC593FI	KIT 2ND SSD M.2 PER XPOS     ASXPOS0085	A	#EMPTY	0.00	4.00	#EMPTY	#EMPTY	1.00	#EMPTY	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC594FI	2ND DISPLAY 10,1" XM-1010W-  AERARM (X AP/PPXX)	A	#EMPTY	0.00	2.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC595FI	BASIC MOUNT FOR POLE SOLUTION/2M USB TC CABLE BLACK	A	#EMPTY	0.00	1.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC596FI	BASIC MOUNT + WALL-MOUNT KIT /2M USB TC CABLE BLACK	A	#EMPTY	0.00	1.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC597FI	BASIC MOUNT FOR POLE WITH I/O65W/36CM USB TC CABLE BLACK	A	#EMPTY	0.00	1.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC598FI	ADVANCED MOUNT (BASIC+WALL)  36CM USB TC CABLE BLACK	A	#EMPTY	0.00	1.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC600EN	MOUSE OTTICO USB NERO ENC.	A	#EMPTY	0.00	1.00	#EMPTY	0.00	#EMPTY	#EMPTY	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC600FI	GUSCIO RETRO PANNELLO VESA 75/100 65W 3USB 1LAN XPOS	A	#EMPTY	0.00	19.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC601FI	STAFFA PIATTA MONTAGGIO A    PARETE VESA 75/100 XPOS	A	#EMPTY	0.00	15.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC601MC	WALL MOUNT BRACKET x MiniITX CABINET GDT 7XX/9XX	A	#EMPTY	0.00	206.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC602FI	GUSCIO RETRO PANNELLO VESA 75/100 XPOS	A	#EMPTY	0.00	13.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC602MC	WALL MOUNTING BRACKET VESA   100/75 RAL 9005	A	45	50.00	65.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	262.00	6.00	9.00	48.00	23.00	0.00	0.00	0.00	0.00	220.00	0.00	0.00
0AC603FI	CAVO USB C 2MT PER XPOS	A	#EMPTY	0.00	16.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC603MC	VESA MOUNTING BRACKET XELF   PP-9735X PORTRAIT/LANDSCAPE	A	30	0.00	2.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC609MC	BASE CON RUOTE PER TOTEM RAL 9005 R00	A	60	10.00	2.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC610FI	XPOLE-DAA DUAL SCREEN + DUAL ARM PER XPOS 240MM	A	#EMPTY	0.00	10.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC611FI	PRINTER HOLDER FOR XPOLE     PER TP-100	A	#EMPTY	0.00	1.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC614FI	I-BUTTON SINGLE USB-HID FOR  XPOS SILVER	A	30	0.00	10.00	#EMPTY	0.00	#EMPTY	0.00	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC615FI	COMBO READER MSR+RFID 13,56  PP-96XX/PP-8632	A	#EMPTY	0.00	2.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC616FI	MODULO 4G LTE PER ST-1120W   MINI_PCIE	A	#EMPTY	0.00	15.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC617FI	MODULO REAR CAM. PER ST-1120W	A	#EMPTY	0.00	5.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC618FI	CONVERT. KIT FROM BOTTOM TO  SIDE 1D2D SCANNER PP-96/PP86X	A	#EMPTY	0.00	13.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC618MI	READY MOUSE USB              BIANCO/GRIGIO Microsoft	A	#EMPTY	0.00	8.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC619FI	MODULO WIFI/BT PER ST-1120W  RTL8822	A	#EMPTY	0.00	8.00	#EMPTY	#EMPTY	0.00	0.00	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC620FI	MAGNET.CARD READER 1/2/3     (MSR) XPOS SILVER ASXPOS0613	A	90	20.00	12.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	1.00	#EMPTY	0.00	1.00	0.00	0.00	0.00	0.00	0.00	5.00	0.00	0.00	0.00
0AC621FI	RFID USB VIRTUAL COM 125 KHZ PP-9735W GREY ASXPOS142W	A	25	5.00	6.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC628IT	KIT RACK MOUNT FOR 438MM WIDE Intel 2U/4U RACK AXXELVRAIL	A	0	0.00	4.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC635LG	LOGITECH B100/M90 OPT.MOUSE  USB NERO	A	15	50.00	144.00	#EMPTY	#EMPTY	#EMPTY	7.00	9.00	43.00	23.00	149.00	4.00	7.00	50.00	44.00	0.00	0.00	0.00	0.00	0.00
0AC637LG	LOGITECH B100 OPTICAL MOUSE  USB WHITE	A	10	50.00	101.00	#EMPTY	1.00	#EMPTY	0.00	#EMPTY	-49.00	0.00	0.00	0.00	10.00	20.00	60.00	60.00	0.00	0.00	0.00	0.00
0AC65400	DVD+/-R/RW USB 2.0 ESTERNO   SLIM TRANSCEND 8XDVDS-K	A	#EMPTY	0.00	4.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC65410	DVD/RW USB 2.0 ESTERNO       SLIM SILVER ASUS	A	#EMPTY	0.00	1.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC700FI	XELF KS DESKTOP STD CON      BASE DA TAVOLO FP81/TP100	A	90	10.00	50.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	1.00	48.00	0.00	2.00	2.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC701FI	XELF KS FLOOR STAND CHASSIS	A	90	10.00	23.00	#EMPTY	#EMPTY	1.00	#EMPTY	4.00	#EMPTY	0.00	0.00	2.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC702FI	KIT I/O SKU 1-24 PER XELF	A	90	10.00	6.00	#EMPTY	#EMPTY	#EMPTY	0.00	#EMPTY	5.00	0.00	1.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC703FI	SPEAKER SET 3W X2 PER XELF	A	90	5.00	54.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	1.00	#EMPTY	0.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC704FI	MECCANICA MONTAGGIO TP-100   PER XELF	A	90	10.00	70.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	1.00	69.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC705FI	MECCANICA PER FP-81 / TP-100 PER XELF ASKISK3105	A	90	10.00	35.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	1.00	33.00	0.00	2.00	2.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC706FI	MECCANICA EFT POS L3000/P400 BASE PER XELF	A	90	10.00	34.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	33.00	0.00	2.00	2.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC707FI	XELF PINPAD HOLDER P400      VERIFONE	A	#EMPTY	0.00	10.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC708FI	VESA MOUNTING BRACKET XELF   XP-1682W PORTRAIT	A	90	5.00	16.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	3.00	#EMPTY	0.00	1.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC709FI	STAFFA MONTAGGIO VESA XELF   15" E 17"	A	#EMPTY	0.00	1.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC70AFI	XELF DESKTOP VERS. EPSON FP	P	#EMPTY	0.00	0.00	#EMPTY	#EMPTY	1.00	#EMPTY	1.00	#EMPTY	0.00	2.00	2.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC70BFI	XELF DESKTOP VERS. TP-100	P	#EMPTY	0.00	1.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	2.00	#EMPTY	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC710FI	VASSOIO LATERALE PER XELF	A	90	10.00	66.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	#EMPTY	0.00	0.00	2.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC711FI	APPENDI SACCHETTI PER VASSOIOLATERALE XELF	A	90	10.00	98.00	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC712FI	LED STATUS BAR W/CAMERA 22"  PER XELF	A	#EMPTY	5.00	8.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC714FI	MECCANICA EFT POS LANE 5000  BASE PER XELF	A	#EMPTY	0.00	21.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC715FI	XELF PINPAD HOLDER LANE 5000 PER XELF	A	#EMPTY	0.00	21.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC716FI	XELF PINPAD HOLDER LANE 3000	A	#EMPTY	0.00	15.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC717FI	PRINTER DOOR FP-81 FOR XELF	A	90	2.00	49.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	1.00	48.00	0.00	2.00	2.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC718FI	WALL MOUNT KIT PER XELF	A	90	5.00	18.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC719FI	SCANNER HOLDER X 15,6" + 22" N3680/N4680 XELF	A	#EMPTY	10.00	110.00	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	#EMPTY	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC720FI	LED STATUS BAR W/CAMERA 15,6"PER XELF	A	90	5.00	2.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC721FI	MODULO BARCODE SCANNER 2D    N4680 PER XELF	A	90	10.00	11.00	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	#EMPTY	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC722FI	STAFFA MONTAGGIO VESA XELF   PP-9XXXW - 15,6"	A	#EMPTY	0.00	2.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	#EMPTY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0AC724FI	XELF PINPAD HOLDER UNIVER    SAL	P	#EMPTY	0.00	1.00	#EMPTY	#EMPTY	#EMPTY	#EMPTY	1.00	#EMPTY	0.00	2.00	2.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
